"query","lat","lon","lat_min","lat_max","lon_min","lon_max"
"Bergen, Norway",60.3943055,5.3259192,60.1760905,60.5360925,5.1445788,5.6867918
"Dolac, Bosnia and Herzegovina",44.5987218,17.9703908,44.5787218,44.6187218,17.9503908,17.9903908
"Neuenkirchen, Germany",54.23649,8.9877874,54.2050824,54.2609751,8.9489527,9.0513195
"Cape Town, South Africa",-33.928992,18.417396,-34.088992,-33.768992,18.257396,18.577396
"York, PA, USA",39.962398,-76.727392,39.942756,39.992584,-76.762814,-76.6994567
"Aberdeen, United Kingdom",57.1482429,-2.0928095,57.0761867,57.2353072,-2.3609399,-2.0161507
"Adelaide, Australia",-34.9281805,138.5999312,-35.350296,-34.572242,138.4281386,138.8479091
"Cheetham Hill, United Kingdom",53.5032866,-2.2344764,53.4832866,53.5232866,-2.2544764,-2.2144764
"Madrid, Spain",40.4167047,-3.7035825,40.3119774,40.6437293,-3.8889539,-3.5179163
"Jefferson City, MO, USA",38.577359,-92.1724265,38.524693,38.6176948,-92.287547,-92.037263
"Bad Kissingen, Germany",50.1985698,10.0746833,50.1585698,50.2385698,10.0346833,10.1146833
"Rotterdam, the Netherlands",51.9244424,4.47775,51.8616672,51.9942816,4.3793095,4.6018083
"Aigle, Switzerland",46.3179006,6.9688929,46.2913053,46.34167,6.9317667,7.0402847
"Minnigaff, Scotland",54.9616075,-4.4793821,54.9416075,54.9816075,-4.4993821,-4.4593821
"Canton, MA, USA",32.612602,-90.0367512,32.572602,32.652602,-90.0767512,-89.9967512
"Swanage, United Kingdom",50.6133327,-1.97110094240506,50.5903955,50.6362947,-1.9932257,-1.9427725
"Haverhill, MA, USA",42.7777829,-71.0767724,42.6177829,42.9377829,-71.2367724,-70.9167724
"Murfreesboro, TN, USA",35.8460396,-86.3921096,35.6860396,36.0060396,-86.5521096,-86.2321096
"Alice, TX, USA",27.7522487,-98.0697249,27.713395,27.805902,-98.1091544,-98.017155
"Winnipeg, Canada",49.8955367,-97.1384584,49.7135538,49.9940075,-97.3491505,-96.9565293
"Council, ID, USA",44.728532,-116.436481820947,44.720053,44.757957,-116.451543,-116.424751
"Champaign, IL, USA",40.1164841,-88.2430932,40.061887,40.16398,-88.333345,-88.221223
"the Hague, the Netherlands",52.0799838,4.3113461,52.0148484,52.1350362,4.1849984,4.4224897
"Cedarville, IL, USA",42.3759906,-89.6331674,42.3685028,42.3831628,-89.6428424,-89.6289844
"Lille, France",50.6365654,3.0635282,50.6008264,50.6612596,2.9679677,3.125725
"Toulouse, France",43.6044622,1.4442469,43.4444622,43.7644622,1.2842469,1.6042469
"Troyes, France",48.2971626,4.0746257,48.2663185,48.3185905,4.0411689,4.1111417
"Nice, France",43.7009358,7.2683912,43.5409358,43.8609358,7.1083912,7.4283912
"Rosheim, France",48.4864587,7.36205719540825,48.4610901,48.5117596,7.3196308,7.5144755
"Lemvig, Denmark",56.5486971,8.3046456,56.5286971,56.5686971,8.2846456,8.3246456
"Plains, GA, USA",32.0340872,-84.3926633,32.0260431,32.040638,-84.405974,-84.3856273
"Siegen, Germany",50.8749804,8.0227233,50.8114072,50.9513102,7.9215923,8.1279162
"Putney, VT, USA",42.9750374,-72.5219215,42.9618823,43.0234704,-72.6080362,-72.4432075
"Zusamaltheim, Germany",48.5299593,10.6370205,48.4898899,48.5524389,10.5831685,10.6740958
"Leiden, the Netherlands",52.1518157,4.48110886662043,52.1189516,52.1846262,4.4388652,4.5240721
"Silkeborg, Denmark",56.169453,9.5495141,56.129453,56.209453,9.5095141,9.5895141
"Schickenhof, Germany",49.6407345,11.9406665,49.6207345,49.6607345,11.9206665,11.9606665
"Farso, Denmark",56.7722256,9.3399599,56.7522256,56.7922256,9.3199599,9.3599599
"Jena, Germany",50.9281717,11.5879359,50.856077,50.988898,11.4989589,11.6729913
"Madison, WI, USA",43.074761,-89.3837613,42.9981494,43.171916,-89.571661,-89.246643
"Oxford, United Kingdom",51.7520131,-1.2578499,51.7109788,51.7962658,-1.3042472,-1.1758134
"Roanoke, VA, USA",37.270973,-79.9414313,37.2118995,37.3376132,-80.0374765,-79.8785498
"Sydney, Australia",-33.8548157,151.2164539,-34.1732416,-33.3641864,150.260825,151.343898
"Halifax, United Kingdom",53.7229229,-1.8604874,53.6829229,53.7629229,-1.9004874,-1.8204874
"West Hartford, CT, USA",41.7620447,-72.7420399,41.7184615,41.8066305,-72.8006054,-72.7138229
"Bluefield, WV, USA",37.2698395,-81.2223195,37.2298395,37.3098395,-81.2623195,-81.1823195
"Kingston Hill, United Kingdom",52.80826615,-2.08862478549425,52.8072315,52.8093008,-2.0897723,-2.0878226
"Middletown, CT, USA",41.5623178,-72.6509061,41.494838,41.6043185,-72.7529417,-72.550945
"Londonderry, Northern Ireland",54.9978678,-7.3213056,54.8378678,55.1578678,-7.4813056,-7.1613056
"Denver, CO, USA",39.7392364,-104.9848623,39.6143154,39.9142087,-105.1098845,-104.5996997
"Cluny, Scotland",57.197856,-2.5007314,57.177856,57.217856,-2.5207314,-2.4807314
"Burnham-on-Sea, United Kingdom",51.2377356,-2.998695,51.1977356,51.2777356,-3.038695,-2.958695
"Warwick, United Kingdom",52.2814519,-1.5815742,52.2137045,52.3892835,-1.7801776,-1.4060826
"Livingston Manor, NY, USA",41.893368,-74.8269043643449,41.877815,41.911174,-74.848091,-74.806331
"Salinas, CA, USA",36.6744117,-121.6550372,36.5144117,36.8344117,-121.8150372,-121.4950372
"Dili, East Timor",-8.5536809,125.5784093,-8.7136809,-8.3936809,125.4184093,125.7384093
"Azinhaga, Portugal",39.3618434,-8.53404802737336,39.3177911,39.4058621,-8.5782924,-8.4884978
"Milford, MA, USA",42.1539709,-71.5206312366506,42.1166642,42.1914134,-71.5644626,-71.4780275
"Gary, IN, USA",41.6020962,-87.3370647,41.4420962,41.7620962,-87.4970647,-87.1770647
"San Francisco, CA, USA",37.7790262,-122.419906,37.6190262,37.9390262,-122.579906,-122.259906
"Sumter, SC, USA",33.9204354,-80.3414693,33.863312,33.995403,-80.493671,-80.306068
"Warsaw, Poland",52.2319581,21.0067249,52.0978497,52.3681531,20.8516882,21.2711512
"Bogotá, Colombia",4.6533326,-74.083652,4.4711754,4.8331695,-74.2235137,-74.0102577
"Moguer, Spain",37.2746182,-6.8373527,37.0903286,37.3120288,-6.8960161,-6.7295334
"Echternach, Luxembourg",49.8120961,6.4214859,49.7687119,49.8326435,6.366396,6.470854
"Soignies, Belgium",50.579203,4.0685604,50.5003614,50.6336145,3.9521708,4.1305534
"Wels, Austria",48.1565472,14.0243752,48.1258189,48.2113139,13.9635518,14.090759
"Basel, Switzerland",47.5581077,7.5878261,47.519294,47.5898969,7.5546583,7.6341406
"Lund, Sweden",55.7029296,13.1929449,55.678392,55.7412932,13.1401706,13.263408
"Vidisha, India",23.916667,78,23.216667,24.616667,77.3,78.7
"Roholte, Denmark",55.195011,12.090212152543,55.1926097,55.1974522,12.0872407,12.0937505
"Helsa, Germany",51.2578825,9.6857299,51.2094721,51.274337,9.6238693,9.7614346
"Lenoir, NC, USA",35.9140196,-81.5389849,35.7540196,36.0740196,-81.6989849,-81.3789849
"Nagasaki, Japan",33.1154683,129.7874339,31.7849263,34.8917397,127.8685002,130.481954
"Bloomsburg, PA, USA",41.0044958,-76.4537302,40.976332,41.025429,-76.477797,-76.4276
"Nara, Japan",34.2963089,135.8816819,33.858956,34.781356,135.539682,136.229864
"Waltham, MA, USA",42.3756401,-71.2358004,42.3536377,42.4244463,-71.2860312,-71.1941707
"Uchiko, Japan",33.5495987,132.6500056,33.490742,33.655115,132.602216,132.926338
"Mokpo, South Korea",34.7903335,126.3847547,34.7388372,34.8492251,126.268314,126.4594156
"Logan, UT, USA",41.7313447,-111.8348631,41.6753841,41.7973558,-111.9019425,-111.7801917
"Gothenburg, Sweden",57.7072326,11.9670171,57.5472326,57.8672326,11.8070171,12.1270171
"Schroda, Poland",52.2284266,17.277827,52.1941865,52.2533852,17.2350181,17.3256488
"Lom, Norway",61.7142578,8.42589773417363,61.3977344,62.0309644,7.8956509,8.9926876
"Kumasi, Ghana",6.698081,-1.6230404,6.538081,6.858081,-1.7830404,-1.4630404
"Toyama City, Japan",36.7067505,137.214055660492,36.7060587,36.7075376,137.213122,137.2150001
"Nysa, Poland",50.4738029,17.3324733,50.4412388,50.5059221,17.2873029,17.3866264
"Nizhny Tagil, Russia",57.905149,59.9508466,57.827699,58.0319566,59.8033675,60.1595288
"Chorzów, Poland",50.2885563,18.9704425309351,50.2390968,50.3378618,18.9189693,19.0068304
"Aarberg, Switzerland",47.0443346,7.2753004,47.0267875,47.0616756,7.2571083,7.3080126
"Urbana, IL, USA",40.1117174,-88.207301,39.9517174,40.2717174,-88.367301,-88.047301
"Nam Ha province, Vietnam",18.3358904,105.9003199,18.3158904,18.3558904,105.8803199,105.9203199
"Popowo, Poland",54.3098368,19.1122966137418,54.3085433,54.3111252,19.1096375,19.1149905
"Osaka, Japan",34.6198813,135.490357,34.271821,35.051293,135.0258879,135.746603
"Vukovar, Croatia",45.3444116,19.0023817,45.2881124,45.3941473,18.9160804,19.0833843
"Toronto, Canada",43.6534817,-79.3839347,43.610384,43.7360196,-79.492821,-79.2785104
"Baku, Azerbaijan",40.16399915,50.2777092552026,39.5311636,40.79689,49.2187514,51.1765554
"Seattle, WA, USA",47.6038321,-122.3300624,47.4810022,47.7341354,-122.459696,-122.224433
"Portland, OR, USA",45.5202471,-122.6741949,45.432536,45.6528812,-122.8367489,-122.4720252
"Kilmaurs, Scotland",55.6383988,-4.5269606,55.6183988,55.6583988,-4.5469606,-4.5069606
"Dieppe, France",49.9246182,1.0791444,49.8846182,49.9646182,1.0391444,1.1191444
"Lyon, France",45.7578137,4.8320114,45.7073666,45.8082628,4.7718134,4.8983774
"Autun, France",46.9510313,4.2989478,46.8823573,46.9948988,4.2355802,4.3717358
"Chabris, France",47.252916,1.66625512984162,47.228568,47.277335,1.584594,1.7501905
"Bremen, Germany",53.0758196,8.8071646,53.0110367,53.5984187,8.4815929,8.9907318
"Agrigento, Sicily, Italy",37.3122991,13.57465,37.1522991,37.4722991,13.41465,13.73465
"Nagoya, Japan",35.1851045,136.8998438,35.0251045,35.3451045,136.7398438,137.0598438
"Mingora, Pakistan",34.7681309,72.3684619,34.6081309,34.9281309,72.2084619,72.5284619
"Bochum, Germany",51.4818111,7.2196635,51.4105043,51.5313751,7.1020817,7.3493347
"Örebro, Sweden",59.2747287,15.2151181,59.1147287,59.4347287,15.0551181,15.3751181
"Katowice, Poland",50.2598987,19.0215852,50.1300628,50.2976909,18.8915418,19.1244247
"Mexico City, Mexico",19.4326296,-99.1331785,19.0487187,19.5927572,-99.3649242,-98.9403028
"Verona, Italy",45.4384958,10.9924122,45.3494402,45.5418375,10.8771033,11.1239
"Arequipa, Peru",-16.3988667,-71.5369607,-16.4328295,-16.3740773,-71.5650919,-71.5133305
"Atlanta, GA, USA",33.7489924,-84.3902644,33.5889924,33.9089924,-84.5502644,-84.2302644
"Baltimore, MD, USA",39.2908816,-76.610759,39.1308816,39.4508816,-76.770759,-76.450759
"Brighton, United Kingdom",50.8214626,-0.1400561,50.8072983,50.8703661,-0.1744421,-0.0875354
"Waalwijk, the Netherlands",51.68733715,5.01730793995027,51.6515319,51.7230619,4.9179912,5.1115061
"Vyborg, Finland",59.95695,30.3555693,59.9569,59.957,30.3555193,30.3556193
"Toyohashi, Japan",34.769123,137.391461,34.3450155,34.861313,137.2452653,137.5345541
"Pongaroa, New Zealand",-40.5306354,176.1747887,-40.5839356,-40.4763801,176.1088682,176.2281977
"Kiel, Germany",54.3227085,10.135555,54.2507055,54.4329395,10.0329284,10.2186177
"Pretoria, South Africa",-25.7459374,28.1879444,-25.9059374,-25.5859374,28.0279444,28.3479444
"Pfaffendorf, Germany",52.26558765,14.1660058759875,52.2341702,52.297493,14.1355795,14.1884083
"Fosnavag, Norway",62.3421061,5.6342433,62.3021061,62.3821061,5.5942433,5.6742433
"St. Paul, MN, USA",44.9497487,-93.0931028,44.7897487,45.1097487,-93.2531028,-92.9331028
"Brest Litovsk, Belarus",52.093751,23.6851851,52.023784,52.1524458,23.5654232,23.854412
"Kansas City, MO, USA",39.100105,-94.5781416,38.940105,39.260105,-94.7381416,-94.4181416
"Blackpool, United Kingdom",53.8182212,-3.0564845,53.7782212,53.8582212,-3.0964845,-3.0164845
"Miami, FL, USA",25.7741728,-80.19362,25.7090517,25.8557827,-80.31976,-80.139157
"Lausanne, Switzerland",46.5218269,6.6327025,46.5043006,46.6025773,6.5838681,6.7208137
"Guatemala City, Guatemala",14.6222328,-90.5185188,14.5364078,14.7089957,-90.5871054,-90.3854097
"Privolnoye, Russia",45.91692355,41.3011690399994,45.896694,45.9372614,41.2756428,41.3279737
"Veshenskaya, Russia",49.628994,41.725105,49.6221665,49.6460656,41.6962111,41.7574437
"Gaomi, China",36.3654065,119.8005385,36.1430838,36.6900369,119.4277573,120.0101163
"Skopje, North Macedonia",41.9960924,21.4316495,41.9400344,42.0491811,21.3154077,21.5377092
"Chittagong, Bangladesh",22.68394485,91.7891389784915,22.6838708,22.6840541,91.7890006,91.7892902
"Timmins, ON, Canada",48.477473,-81.330414,48.2765014,48.7116561,-81.7276447,-80.8114215
"Kojo, Iraq",36.179423,41.909093,36.159423,36.199423,41.889093,41.929093
"Springs, South Africa",-26.243056,28.431667,-26.283056,-26.203056,28.391667,28.471667
"Trönö, Sweden",61.3961376,16.8337173,61.3761376,61.4161376,16.8137173,16.8537173
"Qunu, South Africa",-31.795771,28.614906,-31.815771,-31.775771,28.594906,28.634906
"Elizabeth, NJ, USA",40.6639916,-74.2107006,40.5039916,40.8239916,-74.3707006,-74.0507006
"Dordrecht, the Netherlands",51.7958812,4.6779351,51.7141233,51.8233583,4.620404,4.8846426
"Usman, Russia",52.0506929,39.7399996,52.0110252,52.0790857,39.6993163,39.7521648
"Saratov, Russia",51.530018,46.034683,51.3921102,51.6856159,45.8053143,46.2097151
"Cresco, IA, USA",43.3813568,-92.1140547,43.3565538,43.3856917,-92.1401157,-92.0951944
"Chorley, United Kingdom",53.055143,-2.6381555,53.0349959,53.0664515,-2.6581567,-2.6130158
"Iráklion, Greece",35.3400127,25.1343475,35.1800127,35.5000127,24.9743475,25.2943475
"Sulechów, Poland",52.0854782,15.6259091,52.0624913,52.1096365,15.5900427,15.638545
"Superior, WI, USA",46.623324,-92.117435,46.503348,46.6802487,-92.2922408,-92.0555453
"Istanbul, Turkey",41.0096334,28.9651646,40.8496334,41.1696334,28.8051646,29.1251646
"Kyoto, Japan",35.021041,135.7556075,34.874916,35.3212207,135.559006,135.878442
"Heredia, Costa Rica",10.3767813,-84.0139721354854,9.9593118,10.792375,-84.2001112,-83.7106848
"Hanover, Germany",52.3744779,9.7385532,52.3051373,52.4543349,9.60443,9.9184259
"Zory, Poland",50.0388902,18.680612383122,49.9962913,50.0816023,18.6005492,18.7762463
"Freiburg im Breisgau, Germany",47.9960901,7.8494005,47.9035777,48.0710579,7.6620055,7.9308444
"Dewsbury, United Kingdom",53.6909103,-1.6302142,53.6509103,53.7309103,-1.6702142,-1.5902142
"Parral, Chile",-36.1417466,-71.8227767,-36.5437253,-35.9149863,-72.1075945,-71.1076468
"Växjö, Sweden",56.8787183,14.8094385,56.7187183,57.0387183,14.6494385,14.9694385
"Sidney, OH, USA",40.2842164,-84.1554987,40.253997,40.324103,-84.216291,-84.11803
"Provo, UT, USA",40.2338438,-111.6585337,40.185799,40.328801,-111.740962,-111.5368724
"Strzelin, Poland",50.78092,17.0683947,50.7597088,50.7958359,17.042748,17.1108481
"La Fleche, France",47.6968408,-0.0746149,47.6368323,47.7447872,-0.1413986,0.0205427
"Sterling, IL, USA",41.788642,-89.6962194,41.783086,41.820006,-89.757636,-89.640675
"Raton, NM, USA",36.9033719,-104.4393587,36.8485717,36.922739,-104.4739999,-104.4033197
"Olten, Switzerland",47.3496571,7.903787,47.3110257,47.3689221,7.8748507,7.9290774
"Novaya Chigla, Russia",51.221802,40.480701,51.201802,51.241802,40.460701,40.500701
"Hillsboro, WV, USA",38.1353972,-80.2131261,38.129589,38.141158,-80.221923,-80.205383
"Northfield, MN, USA",44.4582041,-93.161159,44.4182041,44.4982041,-93.201159,-93.121159
"Brisbane, Australia",-27.4689682,153.0234991,-27.660219,-27.022014,152.679693,153.468275
"Maastricht, the Netherlands",50.8512438,5.6909768,50.8038053,50.9120028,5.6388661,5.7629249
"Plzen, Czech Republic",49.7477415,13.3775249,49.6776013,49.8057641,13.2679878,13.4758418
"Griffen, Austria",46.7038006,14.7308073,46.6698626,46.8260969,14.6463226,14.8063238
"Newcastle upon Tyne, United Kingdom",54.9738474,-1.6131572,54.959032,55.0793823,-1.7756721,-1.5292003
"Rio de Janeiro, Brazil",-22.9110137,-43.2093727,-23.0710137,-22.7510137,-43.3693727,-43.0493727
"Mitcham, United Kingdom",51.4058006,-0.1640787,51.3858006,51.4258006,-0.1840787,-0.1440787
"Indianapolis, IN, USA",39.7683331,-86.1583502,39.6321626,39.9275253,-86.3281207,-85.9380401
"Bratislava, Slovakia",48.1516988,17.1093063,47.9916988,48.3116988,16.9493063,17.2693063
"Falmouth, KY, USA",38.6767366,-84.3304592,38.654218,38.6828463,-84.3467187,-84.32125
"Zonnemaire, the Netherlands",51.7129045,3.9517495,51.6970809,51.735528,3.9153482,3.9855757
"Blankenburg, Germany",51.7902676,10.9551991,51.7368951,51.9044135,10.8299484,11.0564752
"Kronshtadt, Russia",60.014495,29.7048001,59.999495,60.029495,29.6898001,29.7198001
"Calcutta, India",22.5726723,88.3638815,22.4503235,22.6325362,88.2406237,88.4589549
"Detroit, MI, USA",42.3315509,-83.0466403,42.255192,42.4502432,-83.287959,-82.9104391
"Montreal, Canada",45.5031824,-73.5698065,45.3431824,45.6631824,-73.7298065,-73.4098065
"Fareham, United Kingdom",50.8526637,-1.1783134,50.80894,50.8990142,-1.3129117,-1.1122929
"Catanzaro, Italy",38.82996035,16.4315568762783,38.4633398,39.1942391,16.0957168,16.9205972
"Bayonne, France",43.4933379,-1.475099,43.4533379,43.5333379,-1.515099,-1.435099
"Akron, OH, USA",41.083064,-81.518485,40.9976575,41.171061,-81.621014,-81.404942
"Medicine Hat, Alberta, Canada",50.04303,-110.679016,49.9895477,50.1135772,-110.8009864,-110.617509
"Springfield, MA, USA",42.1018764,-72.5886727,42.0637364,42.1622195,-72.6221576,-72.471087
"East Orange, NJ, USA",40.767323,-74.2048677,40.745135,40.7881364,-74.2382805,-74.1898085
"Derby, United Kingdom",52.9212617,-1.4761491,52.7612617,53.0812617,-1.6361491,-1.3161491
"Liverpool, United Kingdom",53.4071991,-2.99168,53.3115427,53.4749885,-3.0191726,-2.8180003
"Winterthur, Switzerland",47.4991723,8.7291498,47.4497183,47.5480032,8.6566073,8.8099397
"Berne, IN, USA",40.6578242,-84.9519115,40.643002,40.672497,-84.975938,-84.936465
"Karlsruhe, Germany",49.0068705,8.4034195,48.9404699,49.0912838,8.2773142,8.5417299
"Turin, Italy",45.0677551,7.6824892,45.0067924,45.1402175,7.5778348,7.7733388
"Morrison, IL, USA",41.809751,-89.9651186,41.7919447,41.8224177,-89.9845404,-89.9377734
"Visalia, CA, USA",36.3302284,-119.2920585,36.269435,36.36565,-119.421412,-119.241917
"Yakima, WA, USA",46.601557,-120.510842,46.441557,46.761557,-120.670842,-120.350842
"Syracuse, NY, USA",43.0481221,-76.1474244,42.9843709,43.086102,-76.2046029,-76.074084
"Charleston, SC, USA",32.7876012,-79.9402728,32.668505,32.973515,-80.1438459,-79.797064
"Batley, United Kingdom",53.716564,-1.6363856,53.676564,53.756564,-1.6763856,-1.5963856
"Possum Trot, KY, USA",37.0056129,-88.4305964,36.9856129,37.0256129,-88.4505964,-88.4105964
"Clausthal-Zellerfeld, Germany",51.8070405,10.3364483,51.7657965,51.8581215,10.2689608,10.5788791
"Kingston, ON, Canada",44.230687,-76.481323,44.070687,44.390687,-76.641323,-76.321323
"Newburyport, MA, USA",42.8125913,-70.8772751,42.6525913,42.9725913,-71.0372751,-70.7172751
"Houston, TX, USA",29.7589382,-95.3676974,29.5989382,29.9189382,-95.5276974,-95.2076974
"Burlington, MA, USA",36.0956918,-79.4377991,35.9356918,36.2556918,-79.5977991,-79.2777991
"Newton-le-Willows, United Kingdom",53.4530667,-2.6263483,53.4530167,53.4531167,-2.6263983,-2.6262983
"St. Louis, MO, USA",38.6529545,-90.2411165602464,38.5323215,38.7743396,-90.3206525,-90.1641941
"Dijon, France",47.3215806,5.0414701,47.1615806,47.4815806,4.8814701,5.2014701
"Neuilly-sur-Seine, France",48.884683,2.2695658,48.844683,48.924683,2.2295658,2.3095658
"Clamecy, France",49.42740405,3.36193450038194,49.4175435,49.437185,3.3477602,3.3829807
"Willesden, United Kingdom",51.5466216,-0.2358661,51.5066216,51.5866216,-0.2758661,-0.1958661
"Almora, India",29.703095,79.4331702332672,29.4271811,29.9790632,79.0251417,80.0783157
"Aurich, Germany",53.51228535,7.3915315655952,53.3322803,53.7374356,6.8637677,7.8158155
"Bombay, India",19.0759899,72.8773928,18.8939566,19.2694771,72.776333,72.9817485
"Kobe, Japan",34.6932379,135.1943764,34.5324108,34.890578,134.910023,135.3297266
"Torino, Italy",45.0677551,7.6824892,45.0067924,45.1402175,7.5778348,7.7733388
"Modica, Italy",36.8589209,14.7613018,36.7036829,37.038655,14.7124891,14.9382269
"Petilla de Aragón, Spain",42.461519,-1.0925498,42.4010141,42.486008,-1.1879727,-1.050963
"Yamanashi Prefecture, Japan",35.6399328,138.6380495,35.168384,35.971709,138.180087,139.134411
"Champaign-Urbana, IL, USA",40.1157948,-88.241194,40.1107948,40.1207948,-88.246194,-88.236194
"Marbacka, Sweden",59.7809224,13.2331374,59.7808724,59.7809724,13.2330874,13.2331874
"Nova Pryluka, Ukraine",49.3730757,28.707014,49.352835,49.3926216,28.6808824,28.7240821
"Casablanca, Morocco",33.5950627,-7.6187768,33.4937724,33.6409103,-7.746445,-7.4574165
"Luarca, Spain",43.5439003,-6.5357408,43.5039003,43.5839003,-6.5757408,-6.4957408
"Hamadan, Iran",34.973321,48.6555779,34.0010465,35.7338618,47.7971938,49.4727961
"Buchach, Ukraine",49.0630503,25.389969,49.0419232,49.0788423,25.3352271,25.4200727
"Ikata, Japan",33.4896014,132.3560996,33.2360808,33.6230586,131.8803602,132.377241
"Kalundborg, Denmark",55.6833793,11.0993619,55.6433793,55.7233793,11.0593619,11.1393619
"Pinsk, Belarus",52.1113862,26.1025274,52.0895578,52.1643595,25.9867602,26.153297
"Sauk Centre, MN, USA",45.737465,-94.9525216,45.7149609,45.7589556,-94.97854,-94.9274315
"Lochfield, Scotland",55.8314459,-4.4152067,55.8114459,55.8514459,-4.4352067,-4.3952067
"Birmingham, United Kingdom",52.4796992,-1.9026911,52.381053,52.6087058,-2.0336486,-1.7288417
"Leipzig, Germany",51.3406321,12.3747329,51.2381704,51.4481145,12.2366519,12.5424407
"Tiruchirappalli, India",10.804973,78.6870296,10.644973,10.964973,78.5270296,78.8470296
"Traralgon, Australia",-38.1946441,146.5382327,-38.250771,-38.153106,146.464222,146.564709
"Leicester, United Kingdom",52.6361398,-1.1330789,52.4761398,52.7961398,-1.2930789,-0.9730789
"Wisbech, United Kingdom",52.6651733,0.1606824,52.6286757,52.6821554,0.102714,0.1847013
"Edinburgh, United Kingdom",55.9533456,-3.1883749,55.8187919,56.0040837,-3.4495326,-3.0749512
"Uddingston, Scotland",55.8189569,-4.0824857,55.7789569,55.8589569,-4.1224857,-4.0424857
"Dippenhall, United Kingdom",51.2120604,-0.8359555,51.1920604,51.2320604,-0.8559555,-0.8159555
"Melbourne, Australia",-37.8142176,144.9631608,-38.49937,-37.40175,144.44405,146.1925
"Stroud, United Kingdom",51.745424,-2.2198605,51.5898442,51.850456,-2.540813,-2.0687093
"Leeds, United Kingdom",53.7974185,-1.5437941,53.6989675,53.9458715,-1.8004214,-1.2903516
"Holbeach, United Kingdom",52.8733779,0.0040772,52.8733279,52.8734279,0.0040272,0.0041272
"Norwich, United Kingdom",52.628606,1.29227,52.555435,52.6849096,1.2038691,1.5407848
"Lancashire, United Kingdom",53.8611703,-2.56508879194755,53.4827602,54.2395575,-3.0845488,-2.0450727
"Rufford, near Chesterfield, United Kingdom",53.2280798,-1.4411911,53.227961,53.2281056,-1.4416967,-1.4411117
"Des Moines, IA, USA",41.5910323,-93.6046655,41.4796389,41.6589106,-93.7091411,-93.4936911
"Arad, Romania",46.1753793,21.3196342,46.0153793,46.3353793,21.1596342,21.4796342
"Lahore, Pakistan",31.5656822,74.3141829,31.4056822,31.7256822,74.1541829,74.4741829
"Vik, Sweden",55.6139486,14.2892998,55.5939486,55.6339486,14.2692998,14.3092998
"Ivano-Frankivsk, Ukraine",48.7481718,24.5207477,47.7243356,49.5477701,23.5470764,25.6531196
"Germiston, South Africa",-26.229444,28.180556,-26.269444,-26.189444,28.140556,28.220556
"Wloclawek, Poland",52.66017,19.0722963,52.5947901,52.7359715,18.9390544,19.1826084
"Higashimatsuyama, Japan",36.0421523,139.399796,35.8821523,36.2021523,139.239796,139.559796
"Ta'izz, Yemen",13.4115414,43.5570871,12.5165943,13.914661,43.0210082,44.5161207
"Taktser, China",36.3781555,101.8652258,36.3581555,36.3981555,101.8452258,101.8852258
"Fleräng, Sweden",60.6370727,17.3618155,60.6170727,60.6570727,17.3418155,17.3818155
"Bern, Switzerland",46.9482713,7.4514512,46.7882713,47.1082713,7.2914512,7.6114512
"Garding, Germany",54.3294634,8.7795106,54.3231913,54.3384662,8.7606846,8.8019083
"Germantown, PA, USA",40.0434449,-75.1801775,40.0334449,40.0534449,-75.1901775,-75.1701775
"Arlington, SD, USA",44.364413,-97.133121,44.354921,44.37314,-97.149045,-97.119556
"Oakland, CA, USA",37.8044557,-122.2713563,37.6336763,37.8854257,-122.355881,-122.1144203
"Göttingen, Germany",51.5328328,9.9351811,51.4830052,51.5908201,9.8001329,10.0536032
"Lexington, KY, USA",38.0464066,-84.4970393,37.8452952,38.211404,-84.660415,-84.282715
"Pasadena, CA, USA",34.1476452,-118.1444779,34.1172023,34.251905,-118.198139,-118.065479
"Lübeck, Germany",53.866444,10.684738,53.866394,53.866494,10.684688,10.684788
"Neston, United Kingdom",53.2851131,-3.07412672373133,53.2536988,53.3163651,-3.128278,-3.017383
"'s Graveland, the Netherlands",52.2383167,5.1217171,52.2208146,52.271363,5.1177193,5.1422932
"Lorain, OH, USA",41.4673238,-82.1781904,41.4047198,41.485224,-82.292137,-82.102004
"Skedsmo, Norway",59.2784167,9.2130611,59.2684167,59.2884167,9.2030611,9.2230611
"Zhejiang Ningbo, China",29.802278,121.559356338451,29.7980681,29.8064014,121.5543758,121.5638918
"Chaguanas, Trinidad and Tobago",10.5147394,-61.4076757,10.5031318,10.5662804,-61.4682953,-61.3644917
"Merriman, NE, USA",42.919783,-101.7004407,42.914897,42.930589,-101.711504,-101.689318
"Chidambaram, Tamil Nadu, India",11.41018075,79.6722201784189,11.3214107,11.5021893,79.5311021,79.812775
"Olshammar, Sweden",58.7555403,14.7995023,58.7355403,58.7755403,14.7795023,14.8195023
"Wichita, KS, USA",37.6922361,-97.3375448,37.5322361,37.8522361,-97.4975448,-97.1775448
"Sevilla, Spain",37.3886303,-5.9953403,37.3002036,37.4529579,-6.0329183,-5.8191571
"Peggau, Austria",47.206807,15.3451254,47.170078,47.231081,15.3198932,15.378262
"Cherbourg, France",49.6425343,-1.6249565,49.6025343,49.6825343,-1.6649565,-1.5849565
"Sarajevo, Bosnia and Herzegovina",43.8519774,18.3866868,43.8209082,43.966773,18.2494674,18.5171652
"Amoy, China",24.4801069,118.0853479,24.3201069,24.6401069,117.9253479,118.2453479
