"color","gracz","rodzaj","n","mean","day","hour"
"both","grooney","blitz",0,0,7,0
"both","grooney","blitz",0,0,7,1
"both","grooney","blitz",0,0,7,2
"both","grooney","blitz",0,0,7,3
"both","grooney","blitz",0,0,7,4
"both","grooney","blitz",0,0,7,5
"both","grooney","blitz",0,0,7,6
"both","grooney","blitz",0,0,7,7
"both","grooney","blitz",0,0,7,8
"both","grooney","blitz",0,0,7,14
"white","grooney","bullet",0,0,1,1
"white","grooney","bullet",0,0,1,2
"white","grooney","bullet",0,0,1,3
"white","grooney","bullet",0,0,1,4
"white","grooney","bullet",0,0,1,5
"white","grooney","bullet",0,0,1,6
"white","grooney","bullet",0,0,2,1
"white","grooney","bullet",0,0,2,2
"white","grooney","bullet",0,0,2,3
"white","grooney","bullet",0,0,2,4
"white","grooney","bullet",0,0,2,5
"white","grooney","bullet",0,0,2,6
"white","grooney","bullet",0,0,3,1
"white","grooney","bullet",0,0,3,2
"white","grooney","bullet",0,0,3,3
"white","grooney","bullet",0,0,3,4
"white","grooney","bullet",0,0,3,5
"white","grooney","bullet",0,0,4,0
"white","grooney","bullet",0,0,4,1
"white","grooney","bullet",0,0,4,2
"white","grooney","bullet",0,0,4,3
"white","grooney","bullet",0,0,4,4
"white","grooney","bullet",0,0,4,5
"white","grooney","bullet",0,0,4,6
"white","grooney","bullet",0,0,5,0
"white","grooney","bullet",0,0,5,1
"white","grooney","bullet",0,0,5,2
"white","grooney","bullet",0,0,5,3
"white","grooney","bullet",0,0,5,4
"white","grooney","bullet",0,0,5,5
"white","grooney","bullet",0,0,5,7
"white","grooney","bullet",0,0,6,0
"white","grooney","bullet",0,0,6,1
"white","grooney","bullet",0,0,6,2
"white","grooney","bullet",0,0,6,3
"white","grooney","bullet",0,0,6,4
"white","grooney","bullet",0,0,6,5
"white","grooney","bullet",0,0,6,6
"white","grooney","bullet",0,0,6,7
"white","grooney","bullet",0,0,7,1
"white","grooney","bullet",0,0,7,2
"white","grooney","bullet",0,0,7,3
"white","grooney","bullet",0,0,7,4
"white","grooney","bullet",0,0,7,5
"white","grooney","bullet",0,0,7,6
"black","grooney","bullet",0,0,1,1
"black","grooney","bullet",0,0,1,2
"black","grooney","bullet",0,0,1,3
"black","grooney","bullet",0,0,1,4
"black","grooney","bullet",0,0,1,5
"black","grooney","bullet",0,0,1,6
"black","grooney","bullet",0,0,2,1
"black","grooney","bullet",0,0,2,2
"black","grooney","bullet",0,0,2,3
"black","grooney","bullet",0,0,2,4
"black","grooney","bullet",0,0,2,5
"black","grooney","bullet",0,0,2,6
"black","grooney","bullet",0,0,3,1
"black","grooney","bullet",0,0,3,2
"black","grooney","bullet",0,0,3,3
"black","grooney","bullet",0,0,3,4
"black","grooney","bullet",0,0,3,5
"black","grooney","bullet",0,0,3,6
"black","grooney","bullet",0,0,4,0
"black","grooney","bullet",0,0,4,1
"black","grooney","bullet",0,0,4,2
"black","grooney","bullet",0,0,4,3
"black","grooney","bullet",0,0,4,4
"black","grooney","bullet",0,0,4,5
"black","grooney","bullet",0,0,4,6
"black","grooney","bullet",0,0,5,0
"black","grooney","bullet",0,0,5,1
"black","grooney","bullet",0,0,5,2
"black","grooney","bullet",0,0,5,3
"black","grooney","bullet",0,0,5,4
"black","grooney","bullet",0,0,5,5
"black","grooney","bullet",0,0,5,7
"black","grooney","bullet",0,0,6,0
"black","grooney","bullet",0,0,6,1
"black","grooney","bullet",0,0,6,2
"black","grooney","bullet",0,0,6,3
"black","grooney","bullet",0,0,6,4
"black","grooney","bullet",0,0,6,5
"black","grooney","bullet",0,0,6,7
"black","grooney","bullet",0,0,7,1
"black","grooney","bullet",0,0,7,2
"black","grooney","bullet",0,0,7,3
"black","grooney","bullet",0,0,7,4
"black","grooney","bullet",0,0,7,5
"black","grooney","bullet",0,0,7,6
"both","grooney","bullet",0,0,1,1
"both","grooney","bullet",0,0,1,2
"both","grooney","bullet",0,0,1,3
"both","grooney","bullet",0,0,1,4
"both","grooney","bullet",0,0,1,5
"both","grooney","bullet",0,0,1,6
"both","grooney","bullet",0,0,2,1
"both","grooney","bullet",0,0,2,2
"both","grooney","bullet",0,0,2,3
"both","grooney","bullet",0,0,2,4
"both","grooney","bullet",0,0,2,5
"both","grooney","bullet",0,0,2,6
"both","grooney","bullet",0,0,3,1
"both","grooney","bullet",0,0,3,2
"both","grooney","bullet",0,0,3,3
"both","grooney","bullet",0,0,3,4
"both","grooney","bullet",0,0,3,5
"both","grooney","bullet",0,0,4,0
"both","grooney","bullet",0,0,4,1
"both","grooney","bullet",0,0,4,2
"both","grooney","bullet",0,0,4,3
"both","grooney","bullet",0,0,4,4
"both","grooney","bullet",0,0,4,5
"both","grooney","bullet",0,0,4,6
"both","grooney","bullet",0,0,5,0
"both","grooney","bullet",0,0,5,1
"both","grooney","bullet",0,0,5,2
"both","grooney","bullet",0,0,5,3
"both","grooney","bullet",0,0,5,4
"both","grooney","bullet",0,0,5,5
"both","grooney","bullet",0,0,5,7
"both","grooney","bullet",0,0,6,0
"both","grooney","bullet",0,0,6,1
"both","grooney","bullet",0,0,6,2
"both","grooney","bullet",0,0,6,3
"both","grooney","bullet",0,0,6,4
"both","grooney","bullet",0,0,6,5
"both","grooney","bullet",0,0,6,7
"both","grooney","bullet",0,0,7,1
"both","grooney","bullet",0,0,7,2
"both","grooney","bullet",0,0,7,3
"both","grooney","bullet",0,0,7,4
"both","grooney","bullet",0,0,7,5
"both","grooney","bullet",0,0,7,6
"white","grooney","rapid",0,0,1,0
"white","grooney","rapid",0,0,1,1
"white","grooney","rapid",0,0,1,2
"white","grooney","rapid",0,0,1,3
"white","grooney","rapid",0,0,1,4
"white","grooney","rapid",0,0,1,5
"white","grooney","rapid",0,0,1,6
"white","grooney","rapid",0,0,1,8
"white","grooney","rapid",0,0,1,12
"white","grooney","rapid",0,0,1,13
"white","grooney","rapid",0,0,1,14
"white","grooney","rapid",0,0,1,15
"white","grooney","rapid",0,0,1,16
"white","grooney","rapid",0,0,1,18
"white","grooney","rapid",0,0,1,20
"white","grooney","rapid",0,0,1,23
"white","grooney","rapid",0,0,2,0
"white","grooney","rapid",0,0,2,1
"white","grooney","rapid",0,0,2,2
"white","grooney","rapid",0,0,2,3
"white","grooney","rapid",0,0,2,4
"white","grooney","rapid",0,0,2,5
"white","grooney","rapid",0,0,2,6
"white","grooney","rapid",0,0,2,7
"white","grooney","rapid",0,0,2,8
"white","grooney","rapid",0,0,2,9
"white","grooney","rapid",0,0,2,14
"white","grooney","rapid",0,0,2,15
"white","grooney","rapid",0,0,2,16
"white","grooney","rapid",0,0,2,17
"white","grooney","rapid",0,0,2,18
"white","grooney","rapid",0,0,2,19
"white","grooney","rapid",0,0,2,20
"white","grooney","rapid",0,0,3,0
"white","grooney","rapid",0,0,3,1
"white","grooney","rapid",0,0,3,2
"white","grooney","rapid",0,0,3,3
"white","grooney","rapid",0,0,3,4
"white","grooney","rapid",0,0,3,5
"white","grooney","rapid",0,0,3,6
"white","grooney","rapid",0,0,3,7
"white","grooney","rapid",0,0,3,8
"white","grooney","rapid",0,0,3,16
"white","grooney","rapid",0,0,3,17
"white","grooney","rapid",0,0,3,18
"white","grooney","rapid",0,0,3,23
"white","grooney","rapid",0,0,4,0
"white","grooney","rapid",0,0,4,1
"white","grooney","rapid",0,0,4,2
"white","grooney","rapid",0,0,4,3
"white","grooney","rapid",0,0,4,4
"white","grooney","rapid",0,0,4,5
"white","grooney","rapid",0,0,4,6
"white","grooney","rapid",0,0,4,7
"white","grooney","rapid",0,0,4,8
"white","grooney","rapid",0,0,4,9
"white","grooney","rapid",0,0,4,10
"white","grooney","rapid",0,0,4,12
"white","grooney","rapid",0,0,4,14
"white","grooney","rapid",0,0,4,15
"white","grooney","rapid",0,0,4,16
"white","grooney","rapid",0,0,4,17
"white","grooney","rapid",0,0,4,19
"white","grooney","rapid",0,0,4,23
"white","grooney","rapid",0,0,5,0
"white","grooney","rapid",0,0,5,1
"white","grooney","rapid",0,0,5,2
"white","grooney","rapid",0,0,5,3
"white","grooney","rapid",0,0,5,4
"white","grooney","rapid",0,0,5,5
"white","grooney","rapid",0,0,5,6
"white","grooney","rapid",0,0,5,7
"white","grooney","rapid",0,0,5,8
"white","grooney","rapid",0,0,5,11
"white","grooney","rapid",0,0,5,13
"white","grooney","rapid",0,0,5,14
"white","grooney","rapid",0,0,5,16
"white","grooney","rapid",0,0,5,17
"white","grooney","rapid",0,0,5,18
"white","grooney","rapid",0,0,5,19
"white","grooney","rapid",0,0,5,20
"white","grooney","rapid",0,0,5,21
"white","grooney","rapid",0,0,5,23
"white","grooney","rapid",0,0,6,0
"white","grooney","rapid",0,0,6,1
"white","grooney","rapid",0,0,6,2
"white","grooney","rapid",0,0,6,3
"white","grooney","rapid",0,0,6,4
"white","grooney","rapid",0,0,6,5
"white","grooney","rapid",0,0,6,6
"white","grooney","rapid",0,0,6,7
"white","grooney","rapid",0,0,6,9
"white","grooney","rapid",0,0,6,10
"white","grooney","rapid",0,0,6,13
"white","grooney","rapid",0,0,6,14
"white","grooney","rapid",0,0,6,15
"white","grooney","rapid",0,0,6,17
"white","grooney","rapid",0,0,6,18
"white","grooney","rapid",0,0,7,0
"white","grooney","rapid",0,0,7,1
"white","grooney","rapid",0,0,7,2
"white","grooney","rapid",0,0,7,3
"white","grooney","rapid",0,0,7,4
"white","grooney","rapid",0,0,7,5
"white","grooney","rapid",0,0,7,6
"white","grooney","rapid",0,0,7,7
"white","grooney","rapid",0,0,7,8
"white","grooney","rapid",0,0,7,9
"white","grooney","rapid",0,0,7,10
"black","grooney","rapid",0,0,1,0
"black","grooney","rapid",0,0,1,1
"black","grooney","rapid",0,0,1,2
"black","grooney","rapid",0,0,1,3
"black","grooney","rapid",0,0,1,4
"black","grooney","rapid",0,0,1,5
"black","grooney","rapid",0,0,1,7
"black","grooney","rapid",0,0,1,8
"black","grooney","rapid",0,0,1,12
"black","grooney","rapid",0,0,1,13
"black","grooney","rapid",0,0,1,14
"black","grooney","rapid",0,0,1,15
"black","grooney","rapid",0,0,1,16
"black","grooney","rapid",0,0,1,18
"black","grooney","rapid",0,0,1,19
"black","grooney","rapid",0,0,2,0
"black","grooney","rapid",0,0,2,1
"black","grooney","rapid",0,0,2,2
"black","grooney","rapid",0,0,2,3
"black","grooney","rapid",0,0,2,4
"black","grooney","rapid",0,0,2,5
"black","grooney","rapid",0,0,2,6
"black","grooney","rapid",0,0,2,7
"black","grooney","rapid",0,0,2,8
"black","grooney","rapid",0,0,2,9
"black","grooney","rapid",0,0,2,14
"black","grooney","rapid",0,0,2,15
"black","grooney","rapid",0,0,2,16
"black","grooney","rapid",0,0,2,17
"black","grooney","rapid",0,0,2,18
"black","grooney","rapid",0,0,2,19
"black","grooney","rapid",0,0,2,20
"black","grooney","rapid",0,0,2,21
"black","grooney","rapid",0,0,2,22
"black","grooney","rapid",0,0,3,0
"black","grooney","rapid",0,0,3,1
"black","grooney","rapid",0,0,3,2
"black","grooney","rapid",0,0,3,3
"black","grooney","rapid",0,0,3,4
"black","grooney","rapid",0,0,3,5
"black","grooney","rapid",0,0,3,6
"black","grooney","rapid",0,0,3,7
"black","grooney","rapid",0,0,3,10
"black","grooney","rapid",0,0,3,16
"black","grooney","rapid",0,0,3,17
"black","grooney","rapid",0,0,3,18
"black","grooney","rapid",0,0,3,19
"black","grooney","rapid",0,0,4,0
"black","grooney","rapid",0,0,4,1
"black","grooney","rapid",0,0,4,2
"black","grooney","rapid",0,0,4,3
"black","grooney","rapid",0,0,4,4
"black","grooney","rapid",0,0,4,5
"black","grooney","rapid",0,0,4,6
"black","grooney","rapid",0,0,4,7
"black","grooney","rapid",0,0,4,8
"black","grooney","rapid",0,0,4,9
"black","grooney","rapid",0,0,4,13
"black","grooney","rapid",0,0,4,14
"black","grooney","rapid",0,0,4,15
"black","grooney","rapid",0,0,4,16
"black","grooney","rapid",0,0,4,17
"black","grooney","rapid",0,0,4,21
"black","grooney","rapid",0,0,4,22
"black","grooney","rapid",0,0,4,23
"black","grooney","rapid",0,0,5,0
"black","grooney","rapid",0,0,5,1
"black","grooney","rapid",0,0,5,2
"black","grooney","rapid",0,0,5,3
"black","grooney","rapid",0,0,5,4
"black","grooney","rapid",0,0,5,5
"black","grooney","rapid",0,0,5,6
"black","grooney","rapid",0,0,5,7
"black","grooney","rapid",0,0,5,8
"black","grooney","rapid",0,0,5,11
"black","grooney","rapid",0,0,5,14
"black","grooney","rapid",0,0,5,15
"black","grooney","rapid",0,0,5,16
"black","grooney","rapid",0,0,5,17
"black","grooney","rapid",0,0,5,18
"black","grooney","rapid",0,0,5,19
"black","grooney","rapid",0,0,5,20
"black","grooney","rapid",0,0,5,23
"black","grooney","rapid",0,0,6,0
"black","grooney","rapid",0,0,6,1
"black","grooney","rapid",0,0,6,2
"black","grooney","rapid",0,0,6,3
"black","grooney","rapid",0,0,6,4
"black","grooney","rapid",0,0,6,5
"black","grooney","rapid",0,0,6,6
"black","grooney","rapid",0,0,6,7
"black","grooney","rapid",0,0,6,8
"black","grooney","rapid",0,0,6,9
"black","grooney","rapid",0,0,6,12
"black","grooney","rapid",0,0,6,13
"black","grooney","rapid",0,0,6,14
"black","grooney","rapid",0,0,6,15
"black","grooney","rapid",0,0,6,16
"black","grooney","rapid",0,0,6,17
"black","grooney","rapid",0,0,6,18
"black","grooney","rapid",0,0,6,19
"black","grooney","rapid",0,0,6,20
"black","grooney","rapid",0,0,6,21
"black","grooney","rapid",0,0,7,0
"black","grooney","rapid",0,0,7,1
"black","grooney","rapid",0,0,7,2
"black","grooney","rapid",0,0,7,3
"black","grooney","rapid",0,0,7,4
"black","grooney","rapid",0,0,7,5
"black","grooney","rapid",0,0,7,6
"black","grooney","rapid",0,0,7,7
"black","grooney","rapid",0,0,7,8
"black","grooney","rapid",0,0,7,9
"black","grooney","rapid",0,0,7,10
"black","grooney","rapid",0,0,7,19
"both","grooney","rapid",0,0,1,0
"both","grooney","rapid",0,0,1,1
"both","grooney","rapid",0,0,1,2
"both","grooney","rapid",0,0,1,3
"both","grooney","rapid",0,0,1,4
"both","grooney","rapid",0,0,1,5
"both","grooney","rapid",0,0,1,8
"both","grooney","rapid",0,0,1,12
"both","grooney","rapid",0,0,1,13
"both","grooney","rapid",0,0,1,14
"both","grooney","rapid",0,0,1,15
"both","grooney","rapid",0,0,1,16
"both","grooney","rapid",0,0,1,18
"both","grooney","rapid",0,0,2,0
"both","grooney","rapid",0,0,2,1
"both","grooney","rapid",0,0,2,2
"both","grooney","rapid",0,0,2,3
"both","grooney","rapid",0,0,2,4
"both","grooney","rapid",0,0,2,5
"both","grooney","rapid",0,0,2,6
"both","grooney","rapid",0,0,2,7
"both","grooney","rapid",0,0,2,8
"both","grooney","rapid",0,0,2,9
"both","grooney","rapid",0,0,2,14
"both","grooney","rapid",0,0,2,15
"both","grooney","rapid",0,0,2,16
"both","grooney","rapid",0,0,2,17
"both","grooney","rapid",0,0,2,18
"both","grooney","rapid",0,0,2,19
"both","grooney","rapid",0,0,2,20
"both","grooney","rapid",0,0,3,0
"both","grooney","rapid",0,0,3,1
"both","grooney","rapid",0,0,3,2
"both","grooney","rapid",0,0,3,3
"both","grooney","rapid",0,0,3,4
"both","grooney","rapid",0,0,3,5
"both","grooney","rapid",0,0,3,6
"both","grooney","rapid",0,0,3,7
"both","grooney","rapid",0,0,3,16
"both","grooney","rapid",0,0,3,17
"both","grooney","rapid",0,0,3,18
"both","grooney","rapid",0,0,4,0
"both","grooney","rapid",0,0,4,1
"both","grooney","rapid",0,0,4,2
"both","grooney","rapid",0,0,4,3
"both","grooney","rapid",0,0,4,4
"both","grooney","rapid",0,0,4,5
"both","grooney","rapid",0,0,4,6
"both","grooney","rapid",0,0,4,7
"both","grooney","rapid",0,0,4,8
"both","grooney","rapid",0,0,4,9
"both","grooney","rapid",0,0,4,14
"both","grooney","rapid",0,0,4,15
"both","grooney","rapid",0,0,4,16
"both","grooney","rapid",0,0,4,17
"both","grooney","rapid",0,0,4,23
"both","grooney","rapid",0,0,5,0
"both","grooney","rapid",0,0,5,1
"both","grooney","rapid",0,0,5,2
"both","grooney","rapid",0,0,5,3
"both","grooney","rapid",0,0,5,4
"both","grooney","rapid",0,0,5,5
"both","grooney","rapid",0,0,5,6
"both","grooney","rapid",0,0,5,7
"both","grooney","rapid",0,0,5,8
"both","grooney","rapid",0,0,5,11
"both","grooney","rapid",0,0,5,14
"both","grooney","rapid",0,0,5,16
"both","grooney","rapid",0,0,5,17
"both","grooney","rapid",0,0,5,18
"both","grooney","rapid",0,0,5,19
"both","grooney","rapid",0,0,5,20
"both","grooney","rapid",0,0,5,23
"both","grooney","rapid",0,0,6,0
"both","grooney","rapid",0,0,6,1
"both","grooney","rapid",0,0,6,2
"both","grooney","rapid",0,0,6,3
"both","grooney","rapid",0,0,6,4
"both","grooney","rapid",0,0,6,5
"both","grooney","rapid",0,0,6,6
"both","grooney","rapid",0,0,6,7
"both","grooney","rapid",0,0,6,9
"both","grooney","rapid",0,0,6,13
"both","grooney","rapid",0,0,6,14
"both","grooney","rapid",0,0,6,15
"both","grooney","rapid",0,0,6,17
"both","grooney","rapid",0,0,6,18
"both","grooney","rapid",0,0,7,0
"both","grooney","rapid",0,0,7,1
"both","grooney","rapid",0,0,7,2
"both","grooney","rapid",0,0,7,3
"both","grooney","rapid",0,0,7,4
"both","grooney","rapid",0,0,7,5
"both","grooney","rapid",0,0,7,6
"both","grooney","rapid",0,0,7,7
"both","grooney","rapid",0,0,7,8
"both","grooney","rapid",0,0,7,9
"both","grooney","rapid",0,0,7,10
"white","Mlodziak77","blitz",0,0,1,1
"white","Mlodziak77","blitz",0,0,1,2
"white","Mlodziak77","blitz",0,0,1,3
"white","Mlodziak77","blitz",0,0,1,4
"white","Mlodziak77","blitz",0,0,1,5
"white","Mlodziak77","blitz",0,0,1,6
"white","Mlodziak77","blitz",0,0,1,7
"white","Mlodziak77","blitz",0,0,2,1
"white","Mlodziak77","blitz",0,0,2,2
"white","Mlodziak77","blitz",0,0,2,3
"white","Mlodziak77","blitz",0,0,2,4
"white","Mlodziak77","blitz",0,0,2,5
"white","Mlodziak77","blitz",0,0,2,6
"white","Mlodziak77","blitz",0,0,2,7
"white","Mlodziak77","blitz",0,0,2,13
"white","Mlodziak77","blitz",0,0,3,0
"white","Mlodziak77","blitz",0,0,3,1
"white","Mlodziak77","blitz",0,0,3,2
"white","Mlodziak77","blitz",0,0,3,3
"white","Mlodziak77","blitz",0,0,3,4
"white","Mlodziak77","blitz",0,0,3,5
"white","Mlodziak77","blitz",0,0,3,7
"white","Mlodziak77","blitz",0,0,3,8
"white","Mlodziak77","blitz",0,0,3,18
"white","Mlodziak77","blitz",0,0,4,1
"white","Mlodziak77","blitz",0,0,4,2
"white","Mlodziak77","blitz",0,0,4,3
"white","Mlodziak77","blitz",0,0,4,4
"white","Mlodziak77","blitz",0,0,4,5
"white","Mlodziak77","blitz",0,0,4,6
"white","Mlodziak77","blitz",0,0,5,0
"white","Mlodziak77","blitz",0,0,5,1
"white","Mlodziak77","blitz",0,0,5,2
"white","Mlodziak77","blitz",0,0,5,3
"white","Mlodziak77","blitz",0,0,5,4
"white","Mlodziak77","blitz",0,0,5,5
"white","Mlodziak77","blitz",0,0,5,6
"white","Mlodziak77","blitz",0,0,5,9
"white","Mlodziak77","blitz",0,0,5,22
"white","Mlodziak77","blitz",0,0,6,1
"white","Mlodziak77","blitz",0,0,6,2
"white","Mlodziak77","blitz",0,0,6,3
"white","Mlodziak77","blitz",0,0,6,4
"white","Mlodziak77","blitz",0,0,6,5
"white","Mlodziak77","blitz",0,0,6,6
"white","Mlodziak77","blitz",0,0,6,8
"white","Mlodziak77","blitz",0,0,6,23
"white","Mlodziak77","blitz",0,0,7,0
"white","Mlodziak77","blitz",0,0,7,1
"white","Mlodziak77","blitz",0,0,7,2
"white","Mlodziak77","blitz",0,0,7,3
"white","Mlodziak77","blitz",0,0,7,4
"white","Mlodziak77","blitz",0,0,7,5
"white","Mlodziak77","blitz",0,0,7,7
"black","Mlodziak77","blitz",0,0,1,1
"black","Mlodziak77","blitz",0,0,1,2
"black","Mlodziak77","blitz",0,0,1,3
"black","Mlodziak77","blitz",0,0,1,4
"black","Mlodziak77","blitz",0,0,1,5
"black","Mlodziak77","blitz",0,0,1,6
"black","Mlodziak77","blitz",0,0,1,7
"black","Mlodziak77","blitz",0,0,2,1
"black","Mlodziak77","blitz",0,0,2,2
"black","Mlodziak77","blitz",0,0,2,3
"black","Mlodziak77","blitz",0,0,2,4
"black","Mlodziak77","blitz",0,0,2,5
"black","Mlodziak77","blitz",0,0,2,6
"black","Mlodziak77","blitz",0,0,2,7
"black","Mlodziak77","blitz",0,0,2,12
"black","Mlodziak77","blitz",0,0,3,0
"black","Mlodziak77","blitz",0,0,3,1
"black","Mlodziak77","blitz",0,0,3,2
"black","Mlodziak77","blitz",0,0,3,3
"black","Mlodziak77","blitz",0,0,3,4
"black","Mlodziak77","blitz",0,0,3,5
"black","Mlodziak77","blitz",0,0,3,6
"black","Mlodziak77","blitz",0,0,3,7
"black","Mlodziak77","blitz",0,0,4,1
"black","Mlodziak77","blitz",0,0,4,2
"black","Mlodziak77","blitz",0,0,4,3
"black","Mlodziak77","blitz",0,0,4,4
"black","Mlodziak77","blitz",0,0,4,5
"black","Mlodziak77","blitz",0,0,4,6
"black","Mlodziak77","blitz",0,0,4,7
"black","Mlodziak77","blitz",0,0,5,0
"black","Mlodziak77","blitz",0,0,5,1
"black","Mlodziak77","blitz",0,0,5,2
"black","Mlodziak77","blitz",0,0,5,3
"black","Mlodziak77","blitz",0,0,5,4
"black","Mlodziak77","blitz",0,0,5,5
"black","Mlodziak77","blitz",0,0,5,6
"black","Mlodziak77","blitz",0,0,5,7
"black","Mlodziak77","blitz",0,0,5,9
"black","Mlodziak77","blitz",0,0,6,1
"black","Mlodziak77","blitz",0,0,6,2
"black","Mlodziak77","blitz",0,0,6,3
"black","Mlodziak77","blitz",0,0,6,4
"black","Mlodziak77","blitz",0,0,6,5
"black","Mlodziak77","blitz",0,0,6,6
"black","Mlodziak77","blitz",0,0,6,8
"black","Mlodziak77","blitz",0,0,7,0
"black","Mlodziak77","blitz",0,0,7,1
"black","Mlodziak77","blitz",0,0,7,2
"black","Mlodziak77","blitz",0,0,7,3
"black","Mlodziak77","blitz",0,0,7,4
"black","Mlodziak77","blitz",0,0,7,5
"black","Mlodziak77","blitz",0,0,7,6
"black","Mlodziak77","blitz",0,0,7,8
"both","Mlodziak77","blitz",0,0,1,1
"both","Mlodziak77","blitz",0,0,1,2
"both","Mlodziak77","blitz",0,0,1,3
"both","Mlodziak77","blitz",0,0,1,4
"both","Mlodziak77","blitz",0,0,1,5
"both","Mlodziak77","blitz",0,0,1,6
"both","Mlodziak77","blitz",0,0,1,7
"both","Mlodziak77","blitz",0,0,2,1
"both","Mlodziak77","blitz",0,0,2,2
"both","Mlodziak77","blitz",0,0,2,3
"both","Mlodziak77","blitz",0,0,2,4
"both","Mlodziak77","blitz",0,0,2,5
"both","Mlodziak77","blitz",0,0,2,6
"both","Mlodziak77","blitz",0,0,2,7
"both","Mlodziak77","blitz",0,0,3,0
"both","Mlodziak77","blitz",0,0,3,1
"both","Mlodziak77","blitz",0,0,3,2
"both","Mlodziak77","blitz",0,0,3,3
"both","Mlodziak77","blitz",0,0,3,4
"both","Mlodziak77","blitz",0,0,3,5
"both","Mlodziak77","blitz",0,0,3,7
"both","Mlodziak77","blitz",0,0,4,1
"both","Mlodziak77","blitz",0,0,4,2
"both","Mlodziak77","blitz",0,0,4,3
"both","Mlodziak77","blitz",0,0,4,4
"both","Mlodziak77","blitz",0,0,4,5
"both","Mlodziak77","blitz",0,0,4,6
"both","Mlodziak77","blitz",0,0,5,0
"both","Mlodziak77","blitz",0,0,5,1
"both","Mlodziak77","blitz",0,0,5,2
"both","Mlodziak77","blitz",0,0,5,3
"both","Mlodziak77","blitz",0,0,5,4
"both","Mlodziak77","blitz",0,0,5,5
"both","Mlodziak77","blitz",0,0,5,6
"both","Mlodziak77","blitz",0,0,5,9
"both","Mlodziak77","blitz",0,0,6,1
"both","Mlodziak77","blitz",0,0,6,2
"both","Mlodziak77","blitz",0,0,6,3
"both","Mlodziak77","blitz",0,0,6,4
"both","Mlodziak77","blitz",0,0,6,5
"both","Mlodziak77","blitz",0,0,6,6
"both","Mlodziak77","blitz",0,0,6,8
"both","Mlodziak77","blitz",0,0,7,0
"both","Mlodziak77","blitz",0,0,7,1
"both","Mlodziak77","blitz",0,0,7,2
"both","Mlodziak77","blitz",0,0,7,3
"both","Mlodziak77","blitz",0,0,7,4
"both","Mlodziak77","blitz",0,0,7,5
"white","Mlodziak77","bullet",0,0,1,1
"white","Mlodziak77","bullet",0,0,1,2
"white","Mlodziak77","bullet",0,0,1,3
"white","Mlodziak77","bullet",0,0,1,4
"white","Mlodziak77","bullet",0,0,1,5
"white","Mlodziak77","bullet",0,0,1,6
"white","Mlodziak77","bullet",0,0,1,7
"white","Mlodziak77","bullet",0,0,1,8
"white","Mlodziak77","bullet",0,0,1,9
"white","Mlodziak77","bullet",0,0,1,10
"white","Mlodziak77","bullet",0,0,1,11
"white","Mlodziak77","bullet",0,0,1,13
"white","Mlodziak77","bullet",0,0,1,22
"white","Mlodziak77","bullet",0,0,1,23
"white","Mlodziak77","bullet",0,0,2,0
"white","Mlodziak77","bullet",0,0,2,1
"white","Mlodziak77","bullet",0,0,2,2
"white","Mlodziak77","bullet",0,0,2,3
"white","Mlodziak77","bullet",0,0,2,4
"white","Mlodziak77","bullet",0,0,2,5
"white","Mlodziak77","bullet",0,0,2,6
"white","Mlodziak77","bullet",0,0,2,7
"white","Mlodziak77","bullet",0,0,2,8
"white","Mlodziak77","bullet",0,0,2,10
"white","Mlodziak77","bullet",0,0,2,12
"white","Mlodziak77","bullet",0,0,2,13
"white","Mlodziak77","bullet",0,0,2,14
"white","Mlodziak77","bullet",0,0,2,16
"white","Mlodziak77","bullet",0,0,2,21
"white","Mlodziak77","bullet",0,0,2,22
"white","Mlodziak77","bullet",0,0,2,23
"white","Mlodziak77","bullet",0,0,3,0
"white","Mlodziak77","bullet",0,0,3,1
"white","Mlodziak77","bullet",0,0,3,2
"white","Mlodziak77","bullet",0,0,3,3
"white","Mlodziak77","bullet",0,0,3,4
"white","Mlodziak77","bullet",0,0,3,5
"white","Mlodziak77","bullet",0,0,3,6
"white","Mlodziak77","bullet",0,0,3,7
"white","Mlodziak77","bullet",0,0,3,8
"white","Mlodziak77","bullet",0,0,3,9
"white","Mlodziak77","bullet",0,0,3,11
"white","Mlodziak77","bullet",0,0,3,12
"white","Mlodziak77","bullet",0,0,3,13
"white","Mlodziak77","bullet",0,0,3,16
"white","Mlodziak77","bullet",0,0,3,17
"white","Mlodziak77","bullet",0,0,3,19
"white","Mlodziak77","bullet",0,0,3,20
"white","Mlodziak77","bullet",0,0,3,22
"white","Mlodziak77","bullet",0,0,3,23
"white","Mlodziak77","bullet",0,0,4,0
"white","Mlodziak77","bullet",0,0,4,1
"white","Mlodziak77","bullet",0,0,4,2
"white","Mlodziak77","bullet",0,0,4,3
"white","Mlodziak77","bullet",0,0,4,4
"white","Mlodziak77","bullet",0,0,4,5
"white","Mlodziak77","bullet",0,0,4,6
"white","Mlodziak77","bullet",0,0,4,7
"white","Mlodziak77","bullet",0,0,4,8
"white","Mlodziak77","bullet",0,0,4,11
"white","Mlodziak77","bullet",0,0,4,12
"white","Mlodziak77","bullet",0,0,4,14
"white","Mlodziak77","bullet",0,0,4,16
"white","Mlodziak77","bullet",0,0,4,17
"white","Mlodziak77","bullet",0,0,4,18
"white","Mlodziak77","bullet",0,0,4,20
