"","Profile.Name","Start.Time","Duration","Attributes","Title","Supplemental.Video.Type","Device.Type","Bookmark","Latest.Bookmark","Country"
"607","Wojtek","2020-10-25 19:41:11","00:01:01","Autoplayed: user action: None; ","Clip 2: The Queen's Gambit: Season 1","HOOK","Netflix Windows App - Cadmium Windows Mobile","00:00:00","00:00:00","PL (Poland)"
"608","Wojtek","2020-10-25 18:26:42","00:01:03","","Nobody Sleeps in the Woods Tonight","","Netflix Windows App - Cadmium Windows Mobile","00:11:55","00:11:55","PL (Poland)"
"609","Wojtek","2020-10-25 18:12:47","00:07:08","","Nobody Sleeps in the Woods Tonight","","Netflix Windows App - Cadmium Windows Mobile","00:11:20","Not latest view","PL (Poland)"
"610","Wojtek","2020-10-25 07:57:12","00:54:39","","Stranger Things: Stranger Things 3: Chapter Six: E Pluribus Unum (Episode 6)","","Netflix Windows App - Cadmium Windows Mobile","00:56:16","00:56:16","PL (Poland)"
"611","Wojtek","2020-10-23 14:01:04","00:00:41","Autoplayed: user action: None; ","Stranger Things: Stranger Things 3: Chapter Six: E Pluribus Unum (Episode 6)","","Netflix Windows App - Cadmium Windows Mobile","00:00:41","Not latest view","PL (Poland)"
"612","Wojtek","2020-10-23 13:07:57","00:49:08","","Stranger Things: Stranger Things 3: Chapter Five: The Flayed (Episode 5)","","Netflix Windows App - Cadmium Windows Mobile","00:49:08","00:49:08","PL (Poland)"
"613","Wojtek","2020-10-23 09:11:09","00:48:15","","Stranger Things: Stranger Things 3: Chapter Four: The Sauna Test (Episode 4)","","Netflix Windows App - Cadmium Windows Mobile","00:49:50","00:49:50","PL (Poland)"
"614","Wojtek","2020-10-20 19:38:42","00:03:37","","Stranger Things: Stranger Things 3: Chapter Three: The Case of the Missing Lifeguard (Episode 3)","","Chrome PC (Cadmium)","00:46:45","00:46:45","PL (Poland)"
"615","Wojtek","2020-10-20 18:07:11","00:32:24","","Stranger Things: Stranger Things 3: Chapter Three: The Case of the Missing Lifeguard (Episode 3)","","Chrome PC (Cadmium)","00:40:47","Not latest view","PL (Poland)"
"616","Wojtek","2020-10-20 15:51:19","00:32:59","","Stranger Things: Stranger Things 3: Chapter Two: The Mall Rats (Episode 2)","","Google Chromecast V5 Streaming Stick","00:46:06","00:46:06","PL (Poland)"
"617","Wojtek","2020-10-20 13:59:20","00:03:13","","Stranger Things: Stranger Things 3: Chapter Two: The Mall Rats (Episode 2)","","Chrome PC (Cadmium)","00:08:38","Not latest view","PL (Poland)"
"618","Wojtek","2020-10-20 13:59:09","00:00:09","Autoplayed: user action: None; ","Stranger Things 1 (Trailer)","TRAILER","Chrome PC (Cadmium)","00:00:10","00:00:10","PL (Poland)"
"619","Wojtek","2020-10-20 13:58:21","00:00:05","Autoplayed: user action: None; ","Season 1 Clip 2: Emily in Paris","HOOK","Chrome PC (Cadmium)","00:00:00","00:00:00","PL (Poland)"
"620","Wojtek","2020-10-16 09:04:42","00:15:58","","Botoks","","Netflix Windows App - Cadmium Windows Mobile","00:18:07","00:18:07","PL (Poland)"
"621","Wojtek","2020-10-15 16:27:15","00:00:19","Autoplayed: user action: None; ","BOŻE CIAŁO_hook_04_16x9","HOOK","Netflix Windows App - Cadmium Windows Mobile","00:00:19","00:00:19","PL (Poland)"
"622","Wojtek","2020-10-15 15:56:14","00:00:57","","Harry Potter and the Chamber of Secrets","","Netflix Windows App - Cadmium Windows Mobile","01:18:05","01:18:05","PL (Poland)"
"623","Wojtek","2020-10-11 16:56:17","01:07:59","","Harry Potter and the Chamber of Secrets","","Google Chromecast V5 Streaming Stick","01:17:12","Not latest view","PL (Poland)"
"624","Wojtek","2020-10-07 13:20:34","00:00:07","","Hubie Halloween (Trailer)","TRAILER","Netflix Windows App - Cadmium Windows Mobile","00:00:07","00:00:07","PL (Poland)"
"625","Wojtek","2020-10-07 11:53:05","00:01:00","","The Big Bang Theory: Season 8: The Misinterpretation Agitation (Episode 7)","","Netflix Windows App - Cadmium Windows Mobile","00:08:37","Not latest view","PL (Poland)"
"626","Wojtek","2020-10-04 13:51:03","00:07:23","","The Big Bang Theory: Season 8: The Misinterpretation Agitation (Episode 7)","","Netflix Windows App - Cadmium Windows Mobile","00:07:39","Not latest view","PL (Poland)"
"627","Wojtek","2020-10-04 13:49:52","00:00:04","Autoplayed: user action: None; ","Trailer: David Attenborough: A Life on Our Planet","TRAILER","Netflix Windows App - Cadmium Windows Mobile","00:00:04","00:00:04","PL (Poland)"
"628","Wojtek","2020-09-26 20:30:02","00:02:02","","Harry Potter and the Chamber of Secrets","","Chrome PC (Cadmium)","00:10:59","Not latest view","PL (Poland)"
"629","Wojtek","2020-09-22 15:11:53","00:01:22","Autoplayed: user action: None; ","The Playbook: Season 1: Patrick Mouratoglou: A Coach's Rules for Life (Episodic Hook)","HOOK","Chrome PC (Cadmium)","00:00:00","00:00:00","PL (Poland)"
"630","Wojtek","2020-09-20 14:47:23","00:00:04","Autoplayed: user action: None; ","Season 1 Trailer: Ratched","TRAILER","Chrome PC (Cadmium)","00:00:04","00:00:04","PL (Poland)"
"631","Wojtek","2020-09-20 14:26:01","00:21:06","","Modern Family: Season 1: Fifteen Percent (Episode 13)","","Chrome PC (Cadmium)","00:21:36","00:21:36","PL (Poland)"
"632","Wojtek","2020-09-20 14:25:44","00:00:11","","Modern Family: Season 1: Not in My House (Episode 12)","","Chrome PC (Cadmium)","00:21:05","00:21:05","PL (Poland)"
"633","Wojtek","2020-09-19 17:26:49","00:21:03","","Modern Family: Season 1: Not in My House (Episode 12)","","Chrome PC (Cadmium)","00:21:14","Not latest view","PL (Poland)"
"634","Wojtek","2020-09-19 17:22:12","00:04:35","","Modern Family: Season 1: Up All Night (Episode 11)","","Chrome PC (Cadmium)","00:21:32","00:21:32","PL (Poland)"
"635","Wojtek","2020-09-19 17:22:04","00:00:04","Autoplayed: user action: None; ","Harry Potter and the Deathly Hallows: Part I_hook_primary_16x9","HOOK","Chrome PC (Cadmium)","00:00:04","00:00:04","PL (Poland)"
"636","Wojtek","2020-09-18 16:56:07","00:06:47","","Harry Potter and the Chamber of Secrets","","Chrome PC (Cadmium)","00:08:57","Not latest view","PL (Poland)"
"637","Wojtek","2020-09-18 16:56:01","00:00:04","Autoplayed: user action: None; ","Harry Potter and the Deathly Hallows: Part I_hook_primary_16x9","HOOK","Chrome PC (Cadmium)","00:00:04","Not latest view","PL (Poland)"
"638","Wojtek","2020-09-18 10:56:19","00:00:09","","Modern Family: Season 1: Up All Night (Episode 11)","","Chrome PC (Cadmium)","00:16:47","Not latest view","PL (Poland)"
"639","Wojtek","2020-09-17 13:23:03","00:16:37","Autoplayed: user action: None; ","Modern Family: Season 1: Up All Night (Episode 11)","","Chrome PC (Cadmium)","00:16:38","Not latest view","PL (Poland)"
"640","Wojtek","2020-09-17 13:14:02","00:09:00","","Modern Family: Season 1: Undeck the Halls (Episode 10)","","Chrome PC (Cadmium)","00:21:37","00:21:37","PL (Poland)"
"641","Wojtek","2020-09-17 13:10:35","00:01:09","","Formula 1: Drive to Survive: Season 2: Lights Out (Episode 1)","","Chrome PC (Cadmium)","00:05:25","Not latest view","PL (Poland)"
"642","Wojtek","2020-09-17 13:10:20","00:00:07","Autoplayed: user action: None; ","Season 1 Trailer: Russian Doll","TRAILER","Chrome PC (Cadmium)","00:00:07","00:00:07","PL (Poland)"
"643","Wojtek","2020-09-17 13:09:16","00:00:05","Autoplayed: user action: None; ","O mnie sie nie martw: Season 10_hook_04_16x9","HOOK","Chrome PC (Cadmium)","00:00:05","00:00:05","PL (Poland)"
"644","Wojtek","2020-09-17 09:34:17","00:12:27","","Modern Family: Season 1: Undeck the Halls (Episode 10)","","Chrome PC (Cadmium)","00:12:37","Not latest view","PL (Poland)"
"645","Wojtek","2020-09-16 18:43:04","00:00:07","Autoplayed: user action: None; ","Trailer: Challenger: The Final Flight","TRAILER","Chrome PC (Cadmium)","00:00:07","Not latest view","PL (Poland)"
"646","Wojtek","2020-09-16 18:38:28","00:05:28","","I Am Not an Easy Man","","Chrome PC (Cadmium)","00:06:18","00:06:18","PL (Poland)"
"647","Wojtek","2020-09-16 18:37:15","00:00:15","Autoplayed: user action: None; ","I Am not an Easy Man (Trailer)","TRAILER","Chrome PC (Cadmium)","00:00:16","00:00:16","PL (Poland)"
"648","Wojtek","2020-09-16 18:37:00","00:00:06","Autoplayed: user action: None; ","Nailed It! France (Trailer)","TRAILER","Chrome PC (Cadmium)","00:00:06","00:00:06","PL (Poland)"
"649","Wojtek","2020-09-16 18:36:35","00:00:04","Autoplayed: user action: None; ","Season 1 Trailer: Mythomaniac","TRAILER","Chrome PC (Cadmium)","00:00:04","00:00:04","PL (Poland)"
"650","Wojtek","2020-09-16 18:36:21","00:00:10","Autoplayed: user action: None; ","A Very Secret Service (Trailer)","TRAILER","Chrome PC (Cadmium)","00:00:13","00:00:13","PL (Poland)"
"651","Wojtek","2020-09-16 18:36:11","00:00:06","Autoplayed: user action: None; ","Unit 42: Season 1 (Trailer)","TRAILER","Chrome PC (Cadmium)","00:00:06","00:00:06","PL (Poland)"
"652","Wojtek","2020-09-16 18:34:17","00:01:21","","Harry Potter and the Chamber of Secrets","","Chrome PC (Cadmium)","00:21:48","Not latest view","PL (Poland)"
"653","Wojtek","2020-09-16 18:33:43","00:00:05","","Harry Potter and the Chamber of Secrets","","Chrome PC (Cadmium)","00:20:27","Not latest view","PL (Poland)"
"654","Wojtek","2020-09-16 18:33:14","00:00:08","Autoplayed: user action: None; ","The Real Housewives of Beverly Hills: Season 1_hook_01_16x9","HOOK","Chrome PC (Cadmium)","00:00:08","00:00:08","PL (Poland)"
"655","Wojtek","2020-09-16 18:32:50","00:00:04","Autoplayed: user action: None; ","Season 1 Trailer: Close Enough","TRAILER","Chrome PC (Cadmium)","00:00:04","00:00:04","PL (Poland)"
"656","Wojtek","2020-09-16 13:52:40","00:21:17","","Modern Family: Season 1: Fizbo (Episode 9)","","Chrome PC (Cadmium)","00:20:47","00:20:47","PL (Poland)"
"657","Wojtek","2020-09-16 13:52:01","00:00:07","Autoplayed: user action: None; ","Trailer: Challenger: The Final Flight","TRAILER","Chrome PC (Cadmium)","00:00:07","Not latest view","PL (Poland)"
"658","Wojtek","2020-09-13 19:52:51","00:00:06","Autoplayed: user action: None; ","Modern Family: Season 1: Fizbo (Episode 9)","","Chrome PC (Cadmium)","00:00:07","Not latest view","PL (Poland)"
"659","Wojtek","2020-09-13 19:31:24","00:21:25","","Modern Family: Season 1: Great Expectations (Episode 8)","","Chrome PC (Cadmium)","00:21:25","00:21:25","PL (Poland)"
"660","Wojtek","2020-09-10 20:29:46","00:20:41","","Modern Family: Season 1: En Garde (Episode 7)","","Chrome PC (Cadmium)","00:20:41","00:20:41","PL (Poland)"
"661","Wojtek","2020-09-10 15:12:31","00:20:23","","Modern Family: Season 1: Run for Your Wife (Episode 6)","","Chrome PC (Cadmium)","00:20:33","00:20:33","PL (Poland)"
"662","Wojtek","2020-09-10 15:09:42","00:02:39","","Politics","","Chrome PC (Cadmium)","00:02:39","Not latest view","PL (Poland)"
"663","Wojtek","2020-09-10 13:35:38","00:00:05","Autoplayed: user action: None; ","Brooklyn Nine-Nine: Season 1_hook_primary_16x9","HOOK","Chrome PC (Cadmium)","00:00:05","Not latest view","PL (Poland)"
"664","Wojtek","2020-09-10 13:14:38","00:20:54","","Modern Family: Season 1: Coal Digger (Episode 5)","","Chrome PC (Cadmium)","00:20:54","00:20:54","PL (Poland)"
"665","Wojtek","2020-09-10 13:14:18","00:00:08","Autoplayed: user action: None; ","Season 1 Trailer: Floor is Lava","TRAILER","Chrome PC (Cadmium)","00:00:08","00:00:08","PL (Poland)"
"666","Wojtek","2020-09-08 20:38:30","00:00:11","","Keeping Up with the Kardashians: Season 4: The Wedding (Episode 1)","","Chrome PC (Cadmium)","00:04:59","00:04:59","PL (Poland)"
"667","Wojtek","2020-09-08 20:33:09","00:04:42","","Floor Is Lava: Season 1: The Basement: Level 1 (Episode 1)","","Chrome PC (Cadmium)","00:16:20","00:16:20","PL (Poland)"
"668","Wojtek","2020-09-08 20:31:12","00:00:04","Autoplayed: user action: None; ","Gossip Girl: Season 1_hook_primary_16x9","HOOK","Chrome PC (Cadmium)","00:00:04","00:00:04","PL (Poland)"
"669","Wojtek","2020-09-08 20:30:45","00:00:15","","Selling Sunset: Season 1: Can't Have Your Cake and Eat It Too (Episode 2)","","Chrome PC (Cadmium)","00:02:16","00:02:16","PL (Poland)"
"670","Wojtek","2020-09-08 14:19:35","00:21:09","Autoplayed: user action: None; ","How I Met Your Mother: Season 9: Last Forever: Part Two (Episode 24)","","Chrome PC (Cadmium)","00:21:22","00:21:22","PL (Poland)"
"671","Wojtek","2020-09-08 13:57:50","00:21:07","Autoplayed: user action: None; ","How I Met Your Mother: Season 9: Last Forever: Part One (Episode 23)","","Chrome PC (Cadmium)","00:21:16","00:21:16","PL (Poland)"
"672","Wojtek","2020-09-08 13:36:34","00:21:15","Autoplayed: user action: None; ","How I Met Your Mother: Season 9: The End of the Aisle (Episode 22)","","Chrome PC (Cadmium)","00:21:16","00:21:16","PL (Poland)"
"673","Wojtek","2020-09-08 12:48:43","00:21:16","Autoplayed: user action: Unspecified; ","How I Met Your Mother: Season 9: Gary Blauman (Episode 21)","","Chrome PC (Cadmium)","00:21:16","00:21:16","PL (Poland)"
"674","Wojtek","2020-09-08 12:27:32","00:21:10","Autoplayed: user action: None; ","How I Met Your Mother: Season 9: Daisy (Episode 20)","","Chrome PC (Cadmium)","00:21:18","00:21:18","PL (Poland)"
"675","Wojtek","2020-09-08 12:06:14","00:21:17","","How I Met Your Mother: Season 9: Vesuvius (Episode 19)","","Chrome PC (Cadmium)","00:21:17","00:21:17","PL (Poland)"
"676","Wojtek","2020-09-08 12:03:29","00:01:49","","How I Met Your Mother: Season 9: Rally (Episode 18)","","Chrome PC (Cadmium)","00:20:41","00:20:41","PL (Poland)"
"677","Wojtek","2020-09-08 07:41:55","00:18:32","","How I Met Your Mother: Season 9: Rally (Episode 18)","","Chrome PC (Cadmium)","00:18:52","Not latest view","PL (Poland)"
"678","Wojtek","2020-09-07 15:37:23","00:00:12","Autoplayed: user action: None; ","How I Met Your Mother: Season 9: Rally (Episode 18)","","Chrome PC (Cadmium)","00:00:14","Not latest view","PL (Poland)"
"679","Wojtek","2020-09-07 15:14:54","00:20:41","","How I Met Your Mother: Season 9: Sunrise (Episode 17)","","Chrome PC (Cadmium)","00:21:17","00:21:17","PL (Poland)"
"680","Wojtek","2020-09-07 15:14:46","00:00:03","","How I Met Your Mother: Season 9: How Your Mother Met Me (Episode 16)","","Chrome PC (Cadmium)","00:00:03","00:00:03","PL (Poland)"
"681","Wojtek","2020-09-07 14:10:41","00:21:20","","How I Met Your Mother: Season 9: How Your Mother Met Me (Episode 16)","","Chrome PC (Cadmium)","00:22:10","Not latest view","PL (Poland)"
"682","Wojtek","2020-09-07 13:31:20","00:21:08","","How I Met Your Mother: Season 9: Unpause (Episode 15)","","Chrome PC (Cadmium)","00:21:18","00:21:18","PL (Poland)"
"683","Wojtek","2020-09-07 13:31:11","00:00:05","","How I Met Your Mother: Season 9: Slapsgiving 3: Slappointment in Slapmarra (Episode 14)","","Chrome PC (Cadmium)","00:08:53","00:08:53","PL (Poland)"
"684","Wojtek","2020-09-07 12:35:52","00:04:30","","How I Met Your Mother: Season 9: Slapsgiving 3: Slappointment in Slapmarra (Episode 14)","","Chrome PC (Cadmium)","00:05:05","Not latest view","PL (Poland)"
"685","Wojtek","2020-09-07 12:07:03","00:00:33","Autoplayed: user action: None; ","How I Met Your Mother: Season 9: Slapsgiving 3: Slappointment in Slapmarra (Episode 14)","","Chrome PC (Cadmium)","00:00:33","Not latest view","PL (Poland)"
"686","Wojtek","2020-09-07 11:45:54","00:21:08","Autoplayed: user action: None; ","How I Met Your Mother: Season 9: Bass Player Wanted (Episode 13)","","Chrome PC (Cadmium)","00:21:08","00:21:08","PL (Poland)"
"687","Wojtek","2020-09-07 11:25:42","00:20:11","Autoplayed: user action: None; ","How I Met Your Mother: Season 9: The Rehearsal Dinner (Episode 12)","","Chrome PC (Cadmium)","00:20:11","00:20:11","PL (Poland)"
"688","Wojtek","2020-09-07 11:04:44","00:20:57","","How I Met Your Mother: Season 9: Bedtime Stories (Episode 11)","","Chrome PC (Cadmium)","00:21:06","00:21:06","PL (Poland)"
"689","Wojtek","2020-09-07 08:43:54","00:19:42","","How I Met Your Mother: Season 9: Mom and Dad (Episode 10)","","Chrome PC (Cadmium)","00:21:12","00:21:12","PL (Poland)"
"690","Wojtek","2020-09-07 08:23:00","00:20:52","","How I Met Your Mother: Season 9: Platonish (Episode 9)","","Chrome PC (Cadmium)","00:21:13","00:21:13","PL (Poland)"
"691","Wojtek","2020-09-06 21:28:20","00:21:16","","How I Met Your Mother: Season 9: The Lighthouse (Episode 8)","","Chrome PC (Cadmium)","00:21:16","00:21:16","PL (Poland)"
"692","Wojtek","2020-09-06 18:50:38","00:05:14","","Harry Potter and the Deathly Hallows: Part 2","","Chrome PC (Cadmium)","00:22:40","00:22:40","PL (Poland)"
"693","Wojtek","2020-09-06 17:03:48","00:20:31","","How I Met Your Mother: Season 9: No Questions Asked (Episode 7)","","Chrome PC (Cadmium)","00:21:11","00:21:11","PL (Poland)"
"694","Wojtek","2020-09-06 16:15:08","00:00:01","Autoplayed: user action: None; ","How I Met Your Mother: Season 9: No Questions Asked (Episode 7)","","Chrome PC (Cadmium)","00:00:01","Not latest view","PL (Poland)"
"695","Wojtek","2020-09-06 15:52:10","00:20:32","","How I Met Your Mother: Season 9: Knight Vision (Episode 6)","","Chrome PC (Cadmium)","00:21:13","00:21:13","PL (Poland)"
"696","Wojtek","2020-09-05 21:04:02","00:10:28","","Harry Potter and the Deathly Hallows: Part 2","","Android DefaultWidevineL3Phone Android Phone","00:10:38","Not latest view","PL (Poland)"
"697","Wojtek","2020-09-04 15:45:34","00:00:02","","How I Met Your Mother: Season 9: Knight Vision (Episode 6)","","Chrome PC (Cadmium)","00:00:02","Not latest view","PL (Poland)"
"698","Wojtek","2020-09-04 15:45:29","00:00:02","","How I Met Your Mother: Season 9: The Poker Game (Episode 5)","","Chrome PC (Cadmium)","00:00:02","00:00:02","PL (Poland)"
"699","Wojtek","2020-09-04 14:16:50","00:21:11","","How I Met Your Mother: Season 9: The Poker Game (Episode 5)","","Chrome PC (Cadmium)","00:21:11","Not latest view","PL (Poland)"
"700","Wojtek","2020-09-03 12:06:06","00:21:03","","How I Met Your Mother: Season 9: The Broken Code (Episode 4)","","Chrome PC (Cadmium)","00:21:13","00:21:13","PL (Poland)"
"701","Wojtek","2020-09-03 11:44:54","00:21:11","","How I Met Your Mother: Season 9: Last Time in New York (Episode 3)","","Chrome PC (Cadmium)","00:21:12","00:21:12","PL (Poland)"
"702","Wojtek","2020-09-02 16:42:03","00:00:01","","How I Met Your Mother: Season 9: Last Time in New York (Episode 3)","","Chrome PC (Cadmium)","00:00:01","Not latest view","PL (Poland)"
"703","Wojtek","2020-09-02 16:22:24","00:19:36","","How I Met Your Mother: Season 9: Coming Back (Episode 2)","","Chrome PC (Cadmium)","00:20:33","00:20:33","PL (Poland)"
"704","Wojtek","2020-09-02 16:22:12","00:00:06","Autoplayed: user action: None; ","Nothing to Hide (Trailer)","TRAILER","Chrome PC (Cadmium)","00:00:06","00:00:06","PL (Poland)"
"705","Wojtek","2020-09-02 11:57:36","00:21:09","","How I Met Your Mother: Season 9: The Locket (Episode 1)","","Chrome PC (Cadmium)","00:21:09","00:21:09","PL (Poland)"
"706","Wojtek","2020-09-02 11:57:03","00:00:05","Autoplayed: user action: None; ","Trailer: La Partita","TRAILER","Chrome PC (Cadmium)","00:00:05","00:00:05","PL (Poland)"
"707","Wojtek","2020-08-31 16:15:03","00:00:02","","How I Met Your Mother: Season 8: The Bro Mitzvah (Episode 22)","","Android DefaultWidevineL3Phone Android Phone","00:13:50","00:13:50","PL (Poland)"
"708","Wojtek","2020-08-31 15:53:38","00:21:05","","How I Met Your Mother: Season 8: Something New (Episode 24)","","Android DefaultWidevineL3Phone Android Phone","00:21:15","00:21:15","PL (Poland)"
"709","Wojtek","2020-08-31 15:31:37","00:21:11","","How I Met Your Mother: Season 8: Something Old (Episode 23)","","Android DefaultWidevineL3Phone Android Phone","00:21:16","00:21:16","PL (Poland)"
"710","Wojtek","2020-08-31 15:10:24","00:21:10","","How I Met Your Mother: Season 8: The Bro Mitzvah (Episode 22)","","Android DefaultWidevineL3Phone Android Phone","00:21:20","Not latest view","PL (Poland)"
"711","Wojtek","2020-08-31 09:05:54","00:31:39","","Selling Sunset: Season 1: If Looks Could Sell (Episode 1)","","Samsung 2016 Jazz-L UHD TV Smart TV","00:31:39","00:31:39","PL (Poland)"
"712","Wojtek","2020-08-31 08:34:59","00:29:38","Autoplayed: user action: Unspecified; ","Million Dollar Beach House: Season 1: Moving In (Episode 6)","","Samsung 2016 Jazz-L UHD TV Smart TV","00:29:38","00:29:38","PL (Poland)"
"713","Wojtek","2020-08-31 08:33:55","00:00:57","Autoplayed: user action: None; ","Season 1 Trailer: Cobra Kai","TRAILER","Samsung 2016 Jazz-L UHD TV Smart TV","00:00:57","00:00:57","PL (Poland)"
"714","Wojtek","2020-08-31 08:33:37","00:00:14","Autoplayed: user action: None; ","Season 1 Trailer: Million Dollar Beach House","TRAILER","Samsung 2016 Jazz-L UHD TV Smart TV","00:00:14","00:00:14","PL (Poland)"
"715","Wojtek","2020-08-31 08:33:13","00:00:12","Autoplayed: user action: None; ","How I Met Your Mother: Season 1_hook_primary_16x9","HOOK","Samsung 2016 Jazz-L UHD TV Smart TV","00:00:12","00:00:12","PL (Poland)"
"716","Wojtek","2020-08-31 08:12:40","00:20:27","Autoplayed: user action: Unspecified; ","How I Met Your Mother: Season 8: Romeward Bound (Episode 21)","","Samsung 2016 Jazz-L UHD TV Smart TV","00:20:34","00:20:34","PL (Poland)"
"717","Wojtek","2020-08-31 07:47:56","00:21:10","Autoplayed: user action: Unspecified; ","How I Met Your Mother: Season 8: The Time Travelers (Episode 20)","","Samsung 2016 Jazz-L UHD TV Smart TV","00:21:17","00:21:17","PL (Poland)"
"718","Wojtek","2020-08-31 07:28:43","00:00:07","Autoplayed: user action: None; ","Lucifer: Season 1: Pilot (Episode 1)","","Samsung 2016 Jazz-L UHD TV Smart TV","00:00:07","00:00:07","PL (Poland)"
"719","Wojtek","2020-08-31 07:27:51","00:00:16","Autoplayed: user action: None; ","Trailer: MILF","TRAILER","Samsung 2016 Jazz-L UHD TV Smart TV","00:00:16","00:00:16","PL (Poland)"
"720","Wojtek","2020-08-31 07:27:17","00:00:12","Autoplayed: user action: None; ","Trailer Park Boys: Out of the Park: Europe (Trailer)","TRAILER","Samsung 2016 Jazz-L UHD TV Smart TV","00:00:12","Not latest view","PL (Poland)"
"721","Wojtek","2020-08-31 07:26:53","00:00:12","Autoplayed: user action: None; ","Season 2 Trailer: Selling Sunset","TRAILER","Samsung 2016 Jazz-L UHD TV Smart TV","00:00:12","00:00:12","PL (Poland)"
"722","Wojtek","2020-08-31 07:26:38","00:00:08","Autoplayed: user action: None; ","Rust Valley Restorers S3: VCEE Hook Clip 3 (GMC Deal)","HOOK","Samsung 2016 Jazz-L UHD TV Smart TV","00:00:08","00:00:08","PL (Poland)"
"723","Wojtek","2020-08-31 06:56:56","00:21:52","Autoplayed: user action: Unspecified; ","The Last Dance: Season 1: Episode III","","Samsung 2016 Jazz-L UHD TV Smart TV","00:21:52","Not latest view","PL (Poland)"
"724","Wojtek","2020-08-31 06:22:48","00:22:26","Autoplayed: user action: Unspecified; ","Million Dollar Beach House: Season 1: Don't Rock The Boat (Episode 5)","","Samsung 2016 Jazz-L UHD TV Smart TV","00:22:26","00:22:26","PL (Poland)"
"725","Wojtek","2020-08-31 06:01:21","00:21:14","Autoplayed: user action: Unspecified; ","How I Met Your Mother: Season 8: The Fortress (Episode 19)","","Samsung 2016 Jazz-L UHD TV Smart TV","00:21:22","00:21:22","PL (Poland)"
"726","Wojtek","2020-08-30 21:58:01","00:26:50","Autoplayed: user action: None; ","Million Dollar Beach House: Season 1: If You Want a Friend, Get a Dog (Episode 4)","","Samsung 2016 Jazz-L UHD TV Smart TV","00:26:53","00:26:53","PL (Poland)"
"727","Wojtek","2020-08-30 21:36:05","00:21:49","Autoplayed: user action: Unspecified; ","Million Dollar Beach House: Season 1: The Evil Twin (Episode 3)","","Samsung 2016 Jazz-L UHD TV Smart TV","00:25:13","00:25:13","PL (Poland)"
"728","Wojtek","2020-08-30 21:04:11","00:20:48","Autoplayed: user action: Unspecified; ","Trailer Park Boys: Season 7: A Sh*t River Runs Through It (Episode 10)","","Samsung 2016 Jazz-L UHD TV Smart TV","00:21:35","00:21:35","PL (Poland)"
"729","Wojtek","2020-08-30 20:50:32","00:13:09","Autoplayed: user action: Unspecified; ","Trailer Park Boys: Season 7: Going Off the Rails on the Swayzie Train (Episode 9)","","Samsung 2016 Jazz-L UHD TV Smart TV","00:22:17","00:22:17","PL (Poland)"
"730","Wojtek","2020-08-30 20:50:18","00:00:11","Autoplayed: user action: None; ","Trailer Park Boys: Season 11 (Trailer)","TRAILER","Samsung 2016 Jazz-L UHD TV Smart TV","00:00:11","00:00:11","PL (Poland)"
"731","Wojtek","2020-08-30 20:49:43","00:00:20","Autoplayed: user action: None; ","Hoops: Season 1: Ethics (Episode 3)","","Samsung 2016 Jazz-L UHD TV Smart TV","00:00:30","00:00:30","PL (Poland)"
"732","Wojtek","2020-08-30 20:27:42","00:21:18","Autoplayed: user action: Unspecified; ","Hoops: Season 1: My Two Dads (Episode 2)","","Samsung 2016 Jazz-L UHD TV Smart TV","00:21:52","00:21:52","PL (Poland)"
"733","Wojtek","2020-08-29 16:55:27","00:21:12","","How I Met Your Mother: Season 8: Weekend at Barney's (Episode 18)","","Chrome PC (Cadmium)","00:21:12","00:21:12","PL (Poland)"
"734","Wojtek","2020-08-29 16:55:08","00:00:07","","Million Dollar Beach House: Season 1: The Evil Twin (Episode 3)","","Chrome PC (Cadmium)","00:03:25","Not latest view","PL (Poland)"
"735","Wojtek","2020-08-29 15:24:06","00:03:13","","Million Dollar Beach House: Season 1: The Evil Twin (Episode 3)","","Chrome PC (Cadmium)","00:03:18","Not latest view","PL (Poland)"
"736","Wojtek","2020-08-29 15:12:35","00:11:29","","Million Dollar Beach House: Season 1: Rookie Mistakes (Episode 2)","","Chrome PC (Cadmium)","00:27:23","00:27:23","PL (Poland)"
"737","Wojtek","2020-08-29 12:40:01","00:00:07","Autoplayed: user action: None; ","Nothing to Hide (Trailer)","TRAILER","Chrome PC (Cadmium)","00:00:07","Not latest view","PL (Poland)"
"738","Wojtek","2020-08-29 11:46:03","00:21:14","Autoplayed: user action: Unspecified; ","How I Met Your Mother: Season 8: The Ashtray (Episode 17)","","Chrome PC (Cadmium)","00:21:15","00:21:15","PL (Poland)"
"739","Wojtek","2020-08-29 11:24:48","00:21:15","Autoplayed: user action: None; ","How I Met Your Mother: Season 8: Bad Crazy (Episode 16)","","Chrome PC (Cadmium)","00:21:22","00:21:22","PL (Poland)"
"740","Wojtek","2020-08-29 11:21:11","00:03:14","","How I Met Your Mother: Season 8: P.S. I Love You (Episode 15)","","Chrome PC (Cadmium)","00:21:21","00:21:21","PL (Poland)"
"741","Wojtek","2020-08-28 19:21:14","00:17:56","","How I Met Your Mother: Season 8: P.S. I Love You (Episode 15)","","Chrome PC (Cadmium)","00:18:07","Not latest view","PL (Poland)"
"742","Wojtek","2020-08-28 18:57:54","00:21:40","","How I Met Your Mother: Season 8: Ring Up! (Episode 14)","","Chrome PC (Cadmium)","00:21:17","00:21:17","PL (Poland)"
